id,user_id,project_id,role,committee_profile_name,created_at
c3d0a5fa-f2d2-4666-ba8e-2ef7d97af2fe,fd5558d8-e488-4fe8-b98c-43d41a3f3309,e7c92a13-3698-4db7-99f5-40cdc2e403d3,comite,Comite_TrabajoCultural_ChileValora,2026-05-30T17:55:34.440357+00:00
