id,project_id,title,document_type,url,location,version,document_date,notes,created_at,updated_at
327eb070-7143-44d9-8ad7-a189beb97b7a,5b802752-d6f6-41fe-812f-5d11805d6179,Bases del fondo,Bases de fondo,https://www.sercotec.cl/wp-content/uploads/2026/05/Bases-FG-2026_Metropolitana.pdf,Web externa,,,,2026-05-30T19:59:11.100432+00:00,2026-05-30T19:59:11.100432+00:00
