id,project_id,actor_user_id,action,entity_type,entity_id,details,created_at
41985c16-ab98-42cc-99f0-de309261dc32,,7d72d9da-813b-468d-a91b-7959c2ae7e88,creó tarea,task,00b38035-a66b-4c2c-8cad-cdf9c4471df3,"{""title"":""Test""}",2026-05-30T20:05:47.888885+00:00
643e2b30-f10d-400e-8195-0cc6f4e1461a,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,editó proyecto,project,5b802752-d6f6-41fe-812f-5d11805d6179,"{""name"":""Fortalecimiento Gremial Sercotec RM 2026""}",2026-05-30T20:02:27.97185+00:00
191c6344-aae7-430d-8781-60beb39793d0,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,agregó enlace documental,document_link,327eb070-7143-44d9-8ad7-a189beb97b7a,"{""title"":""Bases del fondo"",""location"":""Web externa""}",2026-05-30T19:59:11.339944+00:00
a77265f6-1422-4bae-a782-c9ce94562b23,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,creó tarea,task,14c77830-0a22-41ab-b550-a501971e1662,"{""title"":""Revisar postulación""}",2026-05-30T19:58:19.873422+00:00
3c077728-54f1-4317-b16b-a79407e827d6,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,editó proyecto,project,5b802752-d6f6-41fe-812f-5d11805d6179,"{""name"":""Fortalecimiento Gremial Sercotec RM 2026""}",2026-05-30T19:57:18.184711+00:00
2618fbe1-c2f8-4e28-a2e4-a11b17bb0da6,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,editó proyecto,project,5b802752-d6f6-41fe-812f-5d11805d6179,"{""name"":""Fortalecimiento Gremial Sercotec RM 2026""}",2026-05-30T19:57:12.926947+00:00
2ce5f6ff-9807-4e91-884f-1614efcfd627,5b802752-d6f6-41fe-812f-5d11805d6179,7d72d9da-813b-468d-a91b-7959c2ae7e88,editó proyecto,project,5b802752-d6f6-41fe-812f-5d11805d6179,"{""name"":""Fortalecimiento Gremial Sercotec RM 2026""}",2026-05-30T19:52:07.808095+00:00
